Match Group,Set,Target,Race,Gender,Age,Attractive,Luminance_median,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Nose_Width,Nose_Length,Lip_Thickness,Face_Length,R_Eye_H,L_Eye_H,Avg_Eye_Height,R_Eye_W,L_Eye_W,Avg_Eye_Width,Face_Width_Cheeks,Face_Width_Mouth,Forehead,Pupil_Top_R,Pupil_Top_L,Asymmetry_pupil_top,Pupil_Lip_R,Pupil_Lip_L,Asymmetry_pupil_lip,BottomLip_Chin,Midcheek_Chin_R,Midcheek_Chin_L,Cheeks_avg,Midbrow_Hairline_R,Midbrow_Hairline_L,Faceshape,Heartshapeness,Noseshape,LipFullness,EyeShape,EyeSize,UpperHeadLength,MidfaceLength,ChinLength,ForeheadHeight,CheekboneHeight,CheekboneProminence,FaceRoundness,fWHR
22,C,LM-244,L,M,24.17857143,3.333333333,166.5,28,0,1,0,0,0,0,0,1,1.571428571,2.035714286,2.071428571,2.185185185,3.071428571,1.142857143,1.857142857,4.892857143,1.088888889,2,.,1.392857143,2.035714286,3,1.857142857,233,222.5,104.5,1147.5,38.5,41,39.75,164,167.5,165.75,650.5,530,446,454,465,11,373,366,7,231.5,445.5,446,445.75,366.5,376,0.566884532,1.227358491,1.047191011,0.091067538,0.239819005,0.034640523,0.388671024,0.322004357,0.201742919,0.323529412,0.388453159,120.5,0.461873638,1.776376147
22,A,LM-225,L,M,24.74074074,3.407407407,133.5,26,0,1,0.076923077,0,0.730769231,0.115384615,0.076923077,0,1.769230769,1.576923077,3.038461538,1.814814815,2.703703704,1.777777778,3.576923077,4.259259259,3.755555556,1.666666667,.,1.5,2.037037037,3.518518519,2.111111111,228.5,235,123.5,1084.5,35.5,35,35.25,144,146.5,145.25,672,541,429.5,434,428,6,342.5,345.5,3,189.5,420.5,430,425.25,350,349,0.619640387,1.242144177,0.972340426,0.113877363,0.242685026,0.032503458,0.396035039,0.317196865,0.174734901,0.322268326,0.392116183,131,0.498847395,2.072089109
22,B,LM-220,L,M,31.14285714,3.535714286,157,28,0,1,0,0,0.107142857,0.321428571,0.392857143,0.178571429,1.666666667,2.285714286,2.214285714,1.888888889,3.392857143,1.740740741,2.571428571,5.142857143,2.533333333,2,.,1.785714286,2.185185185,3.5,2.571428571,195,253.5,86,1107,71.5,68.5,70,169,168,168.5,628.5,482.5,381,383.5,374.5,9,387,382,5,247,451.5,455,453.25,299.5,288.5,0.567750678,1.302590674,0.769230769,0.077687444,0.415430267,0.063233966,0.344173442,0.34733514,0.223125565,0.265582656,0.409439928,146,0.435862692,1.855556111
23,A,LM-212,L,M,23.08,3.28,164,25,0,1,0,0,0.44,0.2,0,0.36,2.083333333,2.24,3.52,2.08,2.36,2.28,1.958333333,4,2.377777778,2.72,.,1.72,2.04,3.48,1.791666667,235,252,131,1145,56,54.5,55.25,164.5,163.5,164,633,486.5,425,420.5,420,0.5,368,366,2,225,451.5,447.5,449.5,311,320.5,0.552838428,1.301130524,0.932539683,0.11441048,0.336890244,0.048253275,0.371179039,0.320524017,0.19650655,0.275764192,0.392576419,146.5,0.42489083,1.817054985
23,D,LM-211,L,M,19.35714286,3.321428571,141,28,0,1,0.071428571,0,0.571428571,0.142857143,0,0.214285714,1.428571429,1.5,3.857142857,1.464285714,1.785714286,1.535714286,4.178571429,3.964285714,3.288888889,1.666666667,.,1.607142857,1.321428571,3.714285714,1.75,242,242.5,108,1135.5,55,56.5,55.75,170,183.5,176.75,660,539.5,341,408,399.5,8.5,363.5,362.5,1,261,477,479.5,478.25,305,302,0.581241744,1.223354958,0.997938144,0.095112285,0.315417256,0.049097314,0.300308234,0.319682959,0.22985469,0.267283135,0.421180097,120.5,0.475121092,1.798197389
23,C,LM-234,L,M,30.60714286,3.37037037,160,28,0,1,0.285714286,0,0.321428571,0.25,0.107142857,0.035714286,1.571428571,2.071428571,2.444444444,2.535714286,3,1.75,2.214285714,4.607142857,2.444444444,2.296296296,.,1.714285714,2.035714286,3.142857143,2.285714286,237.5,271.5,131.5,1229.5,70,71,70.5,164,164.5,164.25,659.5,515.5,481.5,501,500,1,399,401.5,2.5,213,487.5,478.5,483,408,393,0.536396909,1.279340446,0.874769797,0.106954046,0.429223744,0.057340382,0.391622611,0.325538837,0.173241155,0.325742172,0.392842619,144,0.419276129,1.790155181
23,B,LM-214,L,M,27.5,3.464285714,154,28,0,1,0.178571429,0,0.357142857,0.321428571,0.071428571,0.071428571,1.142857143,1.821428571,3.535714286,1.357142857,2.571428571,1.592592593,3.142857143,4.428571429,2.644444444,1.538461538,.,1.75,1.535714286,3.642857143,1.785714286,228,259,87,1073.5,53.5,57,55.25,159,154.5,156.75,639.5,514.5,420,434,424,10,350.5,352,1.5,202,379,392.5,385.75,327,330.5,0.595714951,1.242954325,0.88030888,0.081043316,0.352472089,0.051467163,0.391243596,0.327200745,0.188169539,0.306241267,0.359338612,125,0.479273405,1.944299065
24,A,LM-219,L,M,26.7037037,3.851851852,152.5,27,0,1,0.111111111,0,0.518518519,0.333333333,0,0.037037037,1.444444444,1.37037037,2.074074074,1.481481481,3.37037037,1.444444444,4.074074074,5.37037037,3.288888889,1.576923077,.,1.666666667,1.481481481,3.888888889,2.296296296,238,221.5,143,1168.5,53,45.5,49.25,161.5,155.5,158.5,644.5,516,451.5,440,447,7,348,356,8,232.5,474,476,475,363.5,360.5,0.551561831,1.249031008,1.074492099,0.122379119,0.310725552,0.042148053,0.386392811,0.301240907,0.198973042,0.309798887,0.406504065,128.5,0.441591784,2.001000182
24,C,LM-250,L,M,22.64285714,3.892857143,161,28,0,1,0,0,0.071428571,0.035714286,0,0.892857143,1.571428571,1.857142857,2.214285714,1.821428571,2.928571429,1.392857143,3.035714286,4.357142857,1.466666667,1.857142857,.,1.5,1.821428571,3.321428571,1.678571429,235.5,249,123.5,1182,55,49,52,163.5,157,160.25,637.5,497.5,452.5,454.5,465,10.5,376,374,2,238,466,474,470,377,387,0.539340102,1.281407035,0.945783133,0.104483926,0.32449298,0.043993232,0.382825719,0.317258883,0.201353638,0.323181049,0.397631134,140,0.420896785,1.991388026
24,B,LM-248,L,M,24.75862069,4.172413793,168.5,29,0,1,0.068965517,0,0.310344828,0.413793103,0.034482759,0.172413793,1.862068966,2.310344828,2.344827586,1.655172414,3.448275862,1.344827586,2.793103448,4.724137931,2.577777778,1.678571429,.,1.75862069,2.344827586,3.724137931,2.068965517,217,251,97.5,1130.5,49,49.5,49.25,156,165,160.5,648.5,496,401.5,409.5,396,13.5,387.5,389.5,2,253.5,470,471.5,470.75,326.5,332,0.573639982,1.307459677,0.864541833,0.086245024,0.306853583,0.043564794,0.355152587,0.343653251,0.224237063,0.291242813,0.416408669,152.5,0.438743919,1.907293356
24,D,LM-242,L,M,21.42307692,4.28,131,26,0,1,0.076923077,0,0.576923077,0.192307692,0.153846154,0,1.72,1.538461538,3,1.423076923,2.5,1.923076923,4.2,4.115384615,3.6,1.692307692,.,1.923076923,1.423076923,4.04,2.384615385,239.5,270,111,1135.5,63,64,63.5,158.5,162.5,160.5,649,508,372,429,447,18,400.5,392,8.5,192,441.5,444.5,443,334.5,339.5,0.571554381,1.277559055,0.887037037,0.097754293,0.395638629,0.055922501,0.327608983,0.348965214,0.169088507,0.296785557,0.390136504,141,0.447380009,1.728170158
25,D,WF-002,W,F,30.15957447,1.612903226,94,0.968085106,0.031914894,0,0,0,0,0.010638298,0.989361702,2.258064516,2.76344086,2.344086022,2.741935484,2.346153846,3.032258065,1.698924731,3.301075269,3.522727273,3.677419355,3.153846154,1.591397849,2.23655914,3.172043011,2.849462366,176,175,205,74,984,51,50.5,50.75,156.5,152.5,154.5,698,624,373,374,373.5,0.5,305.5,312,6.5,211.5,436,418.5,427.25,288,273.5,0.709349593,1.118589744,0.853658537,0.075203252,0.328478964,0.051575203,0.379065041,0.313770325,0.214939024,0.285315041,0.434197154,0.075203252,0.634146341,2.23
25,C,WF-250,W,F,36.8,1.72,25,0.96,0.04,0,0,0.04,0.04,0,0.92,1.458333333,1.52,1.44,1.6,1.64,3.208333333,1.84,1.583333333,2.209302326,2.48,.,1.25,1.44,3,3.88,180.5,193.5,269,79.5,1068,63,61.5,62.25,147.5,154.5,151,590.5,462.5,390,443,444,1,330.5,340,9.5,210,387.5,380.5,384,310,317,0.552902622,1.276756757,0.719330855,0.074438202,0.412251656,0.058286517,0.365168539,0.313904494,0.196629213,0.293539326,0.359550562,128,0.433052434,1.594831833
25,B,WF-026,W,F,37.22680412,1.721649485,97,0.979381443,0.020618557,0.030927835,0,0.731958763,0.020618557,0.051546392,0.164948454,2.597938144,2.618556701,1.896907216,2.391752577,3.384615385,2.948453608,1.93814433,3.237113402,1.302325581,3.46875,2.04,1.81443299,2.474226804,3.195876289,3.041666667,142,210.5,242,117,1092.5,56,56.5,56.25,158,161,159.5,696,616,397,371,349.5,21.5,357.5,364,6.5,202,470,464.5,467.25,251,239.5,0.637070938,1.12987013,0.869834711,0.107093822,0.352664577,0.051487414,0.363386728,0.33020595,0.184897025,0.224485126,0.427688787,0.073226545,0.563844394,1.88
25,A,WF-210,W,F,27.38461538,1.884615385,26,0.923076923,0.076923077,0,0,0,0,0,1,1.730769231,3.653846154,2.115384615,2.423076923,3.692307692,2.730769231,1.923076923,2.961538462,3.311111111,2.423076923,.,1.576923077,3.423076923,2.653846154,2.884615385,167.5,183,220,83.5,1027,37.5,38.5,38,149,152,150.5,628.5,508,369,363,366.5,3.5,356,350.5,5.5,238,407.5,421,414.25,306.5,316.5,0.611976631,1.237204724,0.831818182,0.081304771,0.252491694,0.037000974,0.359298929,0.343962999,0.231742941,0.303310613,0.403359299,120.5,0.494644596,2.081752118
26,D,WF-222,W,F,38.8,2.533333333,160,30,1,0,0.033333333,0,0.1,0.066666667,0,0.8,1.862068966,1.966666667,1.24137931,1.966666667,2.413793103,3.517241379,2.833333333,2.392857143,2.19047619,3.071428571,.,1.310344828,1.62962963,2.896551724,2,206.5,225,85.5,1127,61,61.5,61.25,167.5,163,165.25,653,496.5,454,442,454,12,365,366.5,1.5,212.5,421,417,419,336.5,344.5,0.579414374,1.315206445,0.917777778,0.075865129,0.37065053,0.054347826,0.402839397,0.324534161,0.188553682,0.302129547,0.371783496,156.5,0.440550133,1.906142584
26,C,WF-249,W,F,29.42857143,2.535714286,182,28,0.964285714,0.035714286,0.035714286,0,0.535714286,0.107142857,0.071428571,0.25,2.035714286,3.392857143,1.964285714,2.464285714,3.357142857,4.37037037,1.925925926,1.888888889,1.571428571,2.821428571,.,1.535714286,2.607142857,3,1.785714286,209,215.5,103,1091,52.5,56,54.25,156,162,159,635.5,453,460,465.5,456.5,9,344,338,6,184,396.5,390.5,393.5,369.5,311.5,0.582493126,1.402869757,0.969837587,0.094408799,0.341194969,0.049725023,0.421631531,0.312557287,0.168652612,0.312098992,0.360678277,182.5,0.415215399,1.824614198
26,B,WF-225,W,F,26.22222222,2.62962963,182,27,1,0,0,0,0,0,0.037037037,0.962962963,3.148148148,3.148148148,1.777777778,3.333333333,1.962962963,4.115384615,1.555555556,2.074074074,3.355555556,3.96,.,1.703703704,1.888888889,3.111111111,2.703703704,237.5,298,122.5,1208,64.5,64.5,64.5,170.5,164.5,167.5,623.5,469,411,471,482.5,11.5,400.5,387.5,13,233,459,464.5,461.75,376.5,385,0.516142384,1.329424307,0.796979866,0.101407285,0.385074627,0.05339404,0.340231788,0.32615894,0.192880795,0.315190397,0.382243377,154.5,0.388245033,1.715527971
26,A,WF-237,W,F,39.76923077,2.846153846,180.5,26,0.961538462,0.038461538,0,0,0,0,0,1,2.5,2.807692308,1.576923077,2.615384615,2.64,3.807692308,1.653846154,1.923076923,4.044444444,2.576923077,.,1.576923077,2.576923077,2.769230769,1.68,218.5,253.5,112.5,1135.5,48,49.5,48.75,170,167,168.5,632.5,539.5,425,423.5,427,3.5,378.5,384,5.5,212.5,448.5,449,448.75,326,315.5,0.557023338,1.172381835,0.861932939,0.099075297,0.289317507,0.042932629,0.374284456,0.335755174,0.187142228,0.282474681,0.395200352,93,0.475121092,1.782511963
27,C,WF-239,W,F,27.45833333,2.333333333,165.5,24,1,0,0,0,0,0.041666667,0.041666667,0.916666667,2.083333333,3.041666667,1.791666667,2.458333333,2.739130435,4,2.041666667,2.791666667,1.956521739,2.75,.,1.666666667,2.458333333,2.833333333,2.041666667,222,227.5,102,1070.5,52.5,54,53.25,152,161,156.5,613,483,399.5,390.5,389.5,1,362.5,355,7.5,198.5,416.5,407.5,412,318,325.5,0.572629612,1.269151139,0.975824176,0.095282578,0.340255591,0.049743111,0.373190098,0.335123774,0.18542737,0.300560486,0.384866885,130,0.451191032,1.888256659
27,B,WF-216,W,F,39.30769231,2.346153846,170.5,26,1,0,0,0,0.115384615,0.038461538,0,0.846153846,2.653846154,2,1.615384615,2.653846154,2.076923077,3.692307692,1.52,2.24,2.386363636,3.692307692,.,1.615384615,1.5,3.153846154,1.653846154,236,268,97.5,1119.5,59,62,60.5,166,163.5,164.75,651.5,526,442,449.5,443,6.5,383,394.5,11.5,183.5,395,385,390,386.5,349,0.58195623,1.238593156,0.880597015,0.087092452,0.367223065,0.054041983,0.394819116,0.347253238,0.163912461,0.328494864,0.348369808,125.5,0.469852613,1.698958333
27,A,WF-221,W,F,42.32142857,2.407407407,186,28,0.964285714,0.035714286,0,0,0.142857143,0,0,0.857142857,2,2.111111111,1.392857143,2.321428571,2.192307692,3.678571429,1.642857143,2.392857143,4.387755102,4.178571429,.,1.25,1.928571429,3.392857143,1.5,200.5,258,122,1208.5,58,56,57,151,149,150,649.5,497,479.5,518,496.5,21.5,358,356,2,231.5,460.5,465,462.75,401,382.5,0.537443111,1.306841046,0.777131783,0.100951593,0.38,0.047165908,0.396772859,0.29540753,0.191559785,0.324162185,0.382912702,152.5,0.41125362,1.886810798
27,D,WF-028,W,F,27.25,2.47826087,151,92,0.989130435,0.010869565,0,0.010869565,0,0,0,0.989130435,2.510869565,2.902173913,1.815217391,3.043478261,2.130434783,4.065217391,2.010869565,2.456521739,3.723404255,3.413043478,3.615384615,1.934782609,2.304347826,3.098901099,2.554347826,219.5,200,85.5,1129,55.5,57,56.25,161,161.5,161.25,650,584,426.5,403.5,403,0.5,379,399,20,217,494.5,497.5,496,316.5,316,0.575730735,1.113013699,1.0975,0.075730735,0.348837209,0.049822852,0.377767936,0.344552702,0.192205492,0.280115146,0.439326838,0.058458813,0.517271922,1.73
28,A,WF-030,W,F,24.17977528,2.730337079,174.5,89,0.966292135,0.033707865,0,0,0.078651685,0.02247191,0.033707865,0.865168539,2.550561798,2.157303371,3.101123596,2.02247191,2.076923077,4.202247191,2.280898876,2.191011236,3.558139535,3.280898876,4,1.897727273,1.786516854,3.795454545,2.068181818,187.5,206.5,89,1087,56.5,58.5,57.5,151.5,148.5,150,695,651,434.5,429.5,431.5,2,327,333.5,6.5,222,458,460,459,312.5,313.5,0.639374425,1.067588326,0.907990315,0.081876725,0.383333333,0.052897884,0.399724011,0.303817847,0.204231831,0.287948482,0.422263109,0.040478381,0.598896044,1.98
28,B,WF-023,W,F,32.74193548,2.739130435,167,93,1,0,0.021505376,0,0.086021505,0.021505376,0.021505376,0.849462366,2.217391304,2.065217391,2.489130435,1.891304348,2.416666667,3.956521739,3.054347826,2.373626374,2.836734694,2.714285714,3.961538462,1.858695652,1.902173913,3.571428571,2.108695652,225,214,87,1127.5,55,61.5,58.25,164.5,166.5,165.5,685.5,575.5,466.5,469.5,477.5,8,354.5,349.5,5,207,453.5,455,454.25,369.5,377,0.607982262,1.191138141,1.051401869,0.077161863,0.351963746,0.051662971,0.413747228,0.312195122,0.183592018,0.331042129,0.402882483,0.097560976,0.510421286,1.97
28,C,WF-241,W,F,32.68,2.88,160.5,25,1,0,0,0,0.2,0.08,0,0.72,2.8,1.6,1.92,1.6,1.92,4.6,1.875,1.8,3.265306122,3.32,.,1.72,1.56,3.4,1.72,248.5,298.5,70,1186,55.5,57,56.25,168,178,173,626.5,476.5,445,443,462,19,428,420.5,7.5,225,457,449.5,453.25,329,354,0.528246206,1.314795383,0.832495812,0.059021922,0.325144509,0.047428331,0.375210793,0.357715008,0.189713322,0.287942664,0.382166948,150,0.401770658,1.5974584
28,D,WF-007,W,F,21.79787234,2.892473118,168.5,93,0.957446809,0.042553191,0.053763441,0,0.161290323,0.010752688,0.129032258,0.64516129,1.776595745,2.170212766,3.117021277,1.85106383,2.5,3.957446809,3.244680851,2.882978723,2.512195122,1.989361702,3.730769231,1.680851064,2.021276596,3.776595745,2.574468085,207,231,84,1027,54.5,52,53.25,151,148.5,149.75,697.5,606,431,442,439.5,2.5,323,333.5,10.5,209,428,422.5,425.25,379,380,0.67916261,1.150990099,0.896103896,0.081791626,0.355592654,0.051850049,0.419668939,0.319620253,0.203505355,0.369522882,0.414070107,0.08909445,0.59006816,2.25
29,A,WF-235,W,F,29.61538462,2.961538462,25,1,0,0,0,0.16,0.2,0.08,0.56,2.5,2.692307692,2.807692308,2.576923077,3.153846154,3.692307692,2.68,2.923076923,1.764705882,2.807692308,.,2.384615385,2.807692308,3.72,3.230769231,168,216,250,107.5,1183.5,57,66.5,61.75,156.5,157.5,157,596,459.5,455,458.5,464.5,6,364.5,354.5,10,258.5,472.5,468.5,470.5,350,346,0.503591044,1.297062024,0.864,0.090832277,0.393312102,0.05217575,0.384452894,0.303760034,0.218419941,0.294043093,0.397549641,136.5,0.388255175,1.765056951
29,D,WF-005,W,F,22.39325843,3.033707865,89,1,0,0,0,0,0,0,1,1.91011236,1.764044944,2.123595506,1.662921348,1.72,4.382022472,2.340909091,1.738636364,4.209302326,2.426966292,3.730769231,1.730337079,1.516853933,3.752808989,1.875,160.5,199,275,101,1135,77.5,76,76.75,167,169,168,692.5,565,471,441,446.5,5.5,365.5,367,1.5,197,456.5,459.5,458,352,357,0.610132159,1.225663717,0.723636364,0.088986784,0.456845238,0.067621145,0.414977974,0.322687225,0.173568282,0.312334802,0.403524229,0.112334802,0.497797357,1.96
29,C,WF-009,W,F,23.30526316,3.191489362,94,0.968085106,0.031914894,0,0,0,0.010638298,0,0.989361702,2.956521739,2.138297872,2.925531915,2.11827957,1.8,4.074468085,2.212765957,2.436170213,3.717391304,3.319148936,3.769230769,1.872340426,2.074468085,3.436170213,2.691489362,150.5,199.5,236.5,113,1085,56,57,56.5,152,146,149,675.5,572.5,411.5,432.5,412,20.5,352,367.5,15.5,192,466,462.5,464.25,348.5,346.5,0.622580645,1.179912664,0.843551797,0.104147465,0.379194631,0.052073733,0.379262673,0.33156682,0.176958525,0.320276498,0.427880184,0.094930876,0.52764977,1.94
29,B,WF-214,W,F,28.34482759,3.206896552,29,0.965517241,0.034482759,0,0,0,0,0,1,1.655172414,1.965517241,1.75862069,2,1.931034483,4.620689655,2.379310345,1.620689655,3.566037736,2.24137931,.,1.642857143,1.75862069,3.555555556,2.24137931,172.5,215,294.5,128,1207.5,67.5,68,67.75,182,178.5,180.25,631,488,433,443.5,439.5,4,409,419,10,229.5,469,469.5,469.25,347,333.5,0.522567288,1.293032787,0.730050934,0.106004141,0.375866852,0.05610766,0.358592133,0.342857143,0.190062112,0.281780538,0.388612836,143,0.404140787,1.728278539
30,C,WF-251,W,F,50.43478261,3.217391304,161,23,1,0,0,0,0.043478261,0,0,0.956521739,1.565217391,1.913043478,1.173913043,1.782608696,2.130434783,4.869565217,3.565217391,1.260869565,3.159090909,2.043478261,.,1.391304348,1.47826087,3.913043478,1.52173913,208,258,103.5,1176,55.5,48,51.75,176,162.5,169.25,621,495,457,462.5,470,7.5,379.5,375,4.5,229.5,455,458.5,456.75,342.5,351.5,0.528061224,1.254545455,0.80620155,0.088010204,0.305760709,0.044005102,0.388605442,0.320790816,0.195153061,0.295068027,0.388392857,126,0.420918367,1.606681034
30,D,WF-014,W,F,36.1,3.280898876,158,90,0.988888889,0.011111111,0,0,0,0,0,1,1.853932584,2.325842697,1.764044944,2.033707865,2.227272727,4.204545455,3.292134831,2.370786517,3.837209302,2.202247191,4.115384615,1.741573034,1.966292135,3.764044944,2.215909091,198.5,222,69.5,1091.5,52,52.5,52.25,154.5,155.5,155,662,621,392.5,409,382,27,370,370.5,0.5,253.5,495.5,485.5,490.5,364.5,357,0.60650481,1.066022544,0.894144144,0.063673843,0.337096774,0.047869904,0.359596885,0.339212093,0.232249198,0.330508475,0.449381585,0.037562987,0.568941823,1.8
30,B,WF-215,W,F,30.64,3.28,171,25,1,0,0,0,0.04,0.04,0,0.92,1.68,2.28,1.68,2.32,2.36,4.25,2.8,2.24,2.70212766,2.16,.,1.64,1.875,2.96,2.24,231.5,275,153,1196.5,60.5,57.5,59,172.5,170,171.25,647,504.5,424,427.5,435,7.5,390,380.5,9.5,224.5,490.5,480,485.25,310,319.5,0.540743836,1.282457879,0.841818182,0.127872963,0.344525547,0.049310489,0.354366903,0.321980777,0.187630589,0.263058922,0.405557877,142.5,0.421646469,1.662922301
30,A,WF-246,W,F,42.82142857,3.535714286,162,28,1,0,0,0,0.464285714,0.035714286,0,0.5,2,2.5,1.142857143,2,2.740740741,5.071428571,1.678571429,1.464285714,1.652173913,2.285714286,.,1.428571429,1.821428571,3.321428571,1.964285714,235,269.5,94.5,1113.5,51,56,53.5,171,168,169.5,660,481.5,447,397.5,418.5,21,404,401.5,2.5,216.5,445,439,442,316,329.5,0.59272564,1.370716511,0.871985158,0.084867535,0.315634218,0.0480467,0.401436911,0.361697351,0.194431971,0.289851819,0.396946565,178.5,0.432420296,1.733743938
31,A,WF-217,W,F,32.88461538,3.307692308,167,25,1,0,0,0,0.04,0,0,0.96,1.846153846,2.846153846,1.576923077,2.230769231,2.461538462,4.6,1.769230769,1.692307692,3.4375,3,.,1.538461538,1.923076923,3.346153846,2.307692308,217,272,87,1196.5,66,61,63.5,172,174.5,173.25,640,488.5,499.5,501.5,501,0.5,392.5,393.5,1,210.5,410,421.5,415.75,383.5,401,0.534893439,1.31013306,0.797794118,0.072712077,0.366522367,0.053071458,0.417467614,0.328458003,0.175929795,0.327831174,0.347471793,151.5,0.408274133,1.750918214
31,B,WF-020,W,F,26.02222222,3.325842697,162,89,0.988764045,0.011235955,0.011235955,0,0,0,0.011235955,0.97752809,2.505617978,2.617977528,2.573033708,2.875,2.52,4.382022472,2.584269663,2.352272727,3.78,2.954545455,3.84,2.04494382,2.409090909,3.617977528,2.842696629,202,256.5,102.5,1094.5,56,53.5,54.75,152,160,156,657,543,397,405,443,38,351,349,2,227,467.5,471.5,469.5,333.5,349,0.600274098,1.209944751,0.787524366,0.093650069,0.350961538,0.050022841,0.362722704,0.319780722,0.20740064,0.311786204,0.428962997,0.104157149,0.496116948,1.94
31,C,WF-039,W,F,23.72340426,3.364583333,163.5,96,1,0,0,0.010416667,0.0625,0.020833333,0,0.90625,2.083333333,2.083333333,3.260416667,1.875,1.851851852,4.59375,2.447916667,2.03125,3.288888889,2.833333333,4.48,2.104166667,1.747368421,3.677083333,1.989473684,190.5,233,82,1098.5,63,61,62,159.5,156,157.75,688.5,557,420.5,437,399,38,343.5,351.5,8,214.5,442.5,436,439.25,319,299.5,0.626763769,1.236086176,0.817596567,0.074647246,0.393026941,0.056440601,0.38279472,0.316340464,0.195266272,0.281520255,0.39986345,0.119708694,0.507055075,1.93
31,D,WF-033,W,F,32.04040404,3.393939394,159,99,1,0,0,0,0.01010101,0,0,0.98989899,1.95959596,2.212121212,2.363636364,2,2.5,4.515151515,2.797979798,2.242424242,3.911111111,2.316326531,4.538461538,1.98989899,1.828282828,3.858585859,1.795918367,206.5,210.5,90.5,1031.5,54.5,57.5,56,152.5,154.5,153.5,711,661.5,392.5,425,430,5,343.5,335.5,8,204,433,417.5,425.25,330,342,0.689287445,1.074829932,0.980997625,0.087736306,0.364820847,0.054289869,0.380513815,0.329132332,0.197770238,0.325739215,0.412263694,0.047988366,0.641299079,2.08
32,A,WF-245,W,F,35.71428571,3.428571429,158.5,28,1,0,0,0.035714286,0,0.178571429,0,0.785714286,1.964285714,2.535714286,1.703703704,2.321428571,2.75,4.607142857,2.111111111,1.666666667,3.113636364,2.481481481,.,1.535714286,2.392857143,3.392857143,2.178571429,214,243.5,121.5,1199.5,56.5,58.5,57.5,169,169,169,594,468,419,458,458.5,0.5,390,384.5,5.5,222.5,457.5,469,463.25,319.5,328,0.495206336,1.269230769,0.878850103,0.101292205,0.340236686,0.04793664,0.349312213,0.322842851,0.185493956,0.269904127,0.386202584,126,0.390162568,1.519872639
32,B,WF-006,W,F,24.33684211,3.478723404,162,95,1,0,0,0,0.042105263,0.010526316,0.010526316,0.936842105,2.967391304,2.602150538,2.414893617,2.255319149,2.307692308,4.606382979,2.172043011,2.031914894,3.605263158,3.580645161,4.076923077,1.968085106,2.127659574,3.606382979,2.765957447,179,267,92,1081,76,78.5,77.25,172,170.5,171.25,665.5,544,417,410,426.5,16.5,368,371.5,3.5,176,434,443,438.5,361,370,0.615633673,1.223345588,0.670411985,0.085106383,0.451094891,0.07146161,0.385753932,0.342044403,0.162812211,0.338112858,0.405642923,0.11239593,0.503237743,1.85
32,C,WF-013,W,F,26.42391304,3.565217391,154.5,92,0.989130435,0.010869565,0,0.010869565,0.032608696,0.010869565,0,0.945652174,1.714285714,1.549450549,3.010869565,1.597826087,2.222222222,4.576086957,3.597826087,1.934782609,3.775510204,1.923913043,4.2,1.75,1.543478261,4.010869565,1.824175824,192,273,104.5,1199.5,60,56.5,58.25,156.5,158.5,157.5,675.5,580,477,487.5,473,14.5,374,387.5,13.5,216.5,486,480.5,483.25,389.5,390,0.563151313,1.164655172,0.703296703,0.087119633,0.36984127,0.048561901,0.397665694,0.317423927,0.180491872,0.324927053,0.402876198,0.079616507,0.483534806,1.81
32,D,WF-018,W,F,33.86516854,3.685393258,152.5,90,1,0,0.011111111,0,0.011111111,0,0.011111111,0.966666667,3.898876404,3.258426966,1.852272727,3.055555556,2.5,5.011235955,1.888888889,1.719101124,3.886363636,2.539325843,3,4.366666667,2.566666667,3.382022472,2.411111111,213,269,86,1095.5,76,76.5,76.25,166,171,168.5,664.5,586.5,397.5,418,410,8,373.5,367,6.5,194.5,454.5,441,447.75,381,383.5,0.606572341,1.132992327,0.791821561,0.078502967,0.452522255,0.069602921,0.362848015,0.337973528,0.1775445,0.34892743,0.408717481,0.071200365,0.535371976,1.83
33,A,WF-016,W,F,25.41111111,3.707865169,151,88,1,0,0,0,0.590909091,0.022727273,0.022727273,0.363636364,2.04494382,3.426966292,2.539325843,2.775280899,3.954545455,4.528089888,2.629213483,2.488636364,1.875,2.784090909,3.307692308,1.741573034,3.011235955,3.238636364,2.761363636,198.5,236.5,121.5,1043,55.5,59,57.25,166,166,166,682,609.5,367.5,356,356.5,0.5,359.5,348,11.5,187,453,439.5,446.25,310,316,0.65388303,1.118949959,0.839323467,0.116490892,0.344879518,0.054889741,0.352348993,0.339165868,0.179290508,0.300095877,0.427852349,0.069511026,0.584372004,1.96
33,B,WF-203,W,F,23.55555556,3.730769231,168,27,1,0,0,0,0.444444444,0.074074074,0.037037037,0.444444444,1.518518519,1.444444444,3.148148148,1.423076923,2.222222222,4.222222222,3.461538462,1.925925926,2.022222222,1.538461538,.,1.444444444,1.481481481,4.518518519,1.740740741,237,248.5,114.5,1135.5,57,61,59,162,160,161,616.5,497,429.5,436,436,0,349,350,1,233.5,444.5,458,451.25,317.5,318,0.542932629,1.240442656,0.953722334,0.100836636,0.366459627,0.051959489,0.378247468,0.307793923,0.205636284,0.279832673,0.397402026,119.5,0.437692646,1.828458128
