Match Group,Set,Target,Race,Gender,Age,Attractive,Luminance_median,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Nose_Width,Nose_Length,Lip_Thickness,Face_Length,R_Eye_H,L_Eye_H,Avg_Eye_Height,R_Eye_W,L_Eye_W,Avg_Eye_Width,Face_Width_Cheeks,Face_Width_Mouth,Forehead,Pupil_Top_R,Pupil_Top_L,Asymmetry_pupil_top,Pupil_Lip_R,Pupil_Lip_L,Asymmetry_pupil_lip,BottomLip_Chin,Midcheek_Chin_R,Midcheek_Chin_L,Cheeks_avg,Midbrow_Hairline_R,Midbrow_Hairline_L,Faceshape,Heartshapeness,Noseshape,LipFullness,EyeShape,EyeSize,UpperHeadLength,MidfaceLength,ChinLength,ForeheadHeight,CheekboneHeight,CheekboneProminence,FaceRoundness,fWHR
11,A,BM-009,B,M,18.47959184,2.908163265,103,97,0,1,0.010309278,0.917525773,0.030927835,0.020618557,0.020618557,0,2.224489796,2.742268041,3.489795918,2.387755102,2.535714286,1.612244898,1.979591837,4.408163265,3.270833333,3.06122449,4.12,1.806122449,2.418367347,3.102040816,2,234.5,220.5,151,1126.5,62.5,60,61.25,164,167.5,165.75,673.5,569,424,418.5,432,13.5,312,307.5,4.5,220.5,474.5,462.5,468.5,298.5,294.5,0.597869507,1.183655536,1.063492063,0.134043498,0.369532428,0.054371949,0.37638704,0.274966711,0.195739015,0.263204616,0.415889925,0.092765202,0.505104305,1.89
11,D,BM-225,B,M,47.32142857,2.928571429,95.5,28,0,1,0,0.964285714,0,0.035714286,0,0,1.571428571,2.107142857,1.714285714,1.857142857,4.428571429,1.740740741,2.777777778,5.464285714,4.038461538,2.214285714,.,1.607142857,2.555555556,3.555555556,2.214285714,289,240.5,124,1174,38.5,41,39.75,161.5,160.5,161,665.5,544.5,427,422,426.5,4.5,368,368.5,0.5,236,481,483,482,308,328,0.566865417,1.222222222,1.201663202,0.105621806,0.24689441,0.033858603,0.363713799,0.31367121,0.201022147,0.270868825,0.410562181,121,0.463798978,1.714849769
11,C,BM-017,B,M,32.8172043,2.945054945,85,92,0,1,0,0.836956522,0.054347826,0.032608696,0.065217391,0.010869565,2.758241758,3.076923077,2.065934066,2.824175824,3.5,1.901098901,2.241758242,4.966666667,3.4,3.142857143,3.730769231,2.076923077,3.088888889,3.285714286,2.681318681,275.5,229,100,1080,61.5,62.5,62,169,168,168.5,650,562.5,426,390.5,413.5,23,372.5,370,2.5,189.5,455,439,447,302.5,321,0.601851852,1.155555556,1.203056769,0.092592593,0.367952522,0.057407407,0.394444444,0.34375,0.175462963,0.288657407,0.413888889,0.081018519,0.520833333,1.8
11,B,BM-024,B,M,21.64583333,2.989473684,121.5,96,0.010416667,0.989583333,0,0.625,0.135416667,0.104166667,0.125,0.010416667,2.197916667,2.427083333,2.864583333,2.3125,2.785714286,2.322916667,2.34375,4.197916667,2.14893617,2.822916667,3.16,1.9375,2.375,3.463157895,3.15625,242.5,214,131.5,1072,53,53.5,53.25,148,153.5,150.75,613.5,554.5,397.5,411,410,1,350,356,6,185.5,464,450.5,457.25,302,302,0.572294776,1.106402164,1.13317757,0.12266791,0.353233831,0.049673507,0.370802239,0.329291045,0.173041045,0.281716418,0.426539179,0.055037313,0.517257463,1.68
12,C,BM-037,B,M,20.88888889,4.044444444,80,90,0,1,0,0.966666667,0.022222222,0,0,0.011111111,2.411111111,2.322222222,2.933333333,2.055555556,2.88,1.755555556,2.382022472,5.066666667,4,3.488888889,4.48,1.877777778,2.355555556,3.488888889,2.266666667,279.5,203,131,1121,46,46,46,155.5,157.5,156.5,659.5,597,410,399,387.5,11.5,357.5,366.5,9,214,514.5,518.5,516.5,280,265.5,0.588314005,1.104690117,1.376847291,0.116859946,0.293929712,0.04103479,0.365744871,0.322925959,0.190900981,0.243309545,0.460749331,0.055753791,0.532560214,1.75
12,D,BM-240,B,M,24.66666667,4.074074074,108.5,27,0,1,0,1,0,0,0,0,1.777777778,1.962962963,2.333333333,1.923076923,3.222222222,1.259259259,3.296296296,5.32,4.086956522,1.888888889,.,1.777777778,2,3.962962963,1.814814815,270,245.5,166.5,1198,56,54,55,157,159,158,628,521,480,461,467.5,6.5,355,351,4,192,489,487.5,488.25,355,363,0.524207012,1.20537428,1.099796334,0.138981636,0.348101266,0.04590985,0.40066778,0.294657763,0.160267112,0.29966611,0.407554257,107,0.434891486,1.826049117
12,B,BM-227,B,M,24.51851852,4.111111111,116.5,27,0,1,0,1,0,0,0,0,1.925925926,1.925925926,2.666666667,1.777777778,3.444444444,1.333333333,2.481481481,5.111111111,3.74,2.222222222,.,1.703703704,2,3.814814815,2.111111111,297,322,151,1224.5,59,54.5,56.75,180.5,164,172.25,658,522,450,459,466,7,431.5,425.5,6,189,496.5,507.5,502,356.5,364.5,0.537362189,1.260536398,0.922360248,0.123315639,0.32946299,0.046345447,0.367496938,0.349938751,0.154348714,0.29440588,0.40996325,136,0.426296448,1.630371763
12,A,BM-215,B,M,22.42307692,4.115384615,106,26,0,1,0,0.961538462,0,0.038461538,0,0,1.72,2.153846154,2.72,1.5,3.538461538,1.346153846,2.615384615,5.269230769,4.142857143,2.12,.,1.346153846,2.423076923,3.461538462,2.384615385,285,256,154.5,1180,53,53.5,53.25,179.5,165.5,172.5,649,544,478.5,475.5,481,5.5,362.5,360,2.5,189,444,456,450,371,379,0.55,1.193014706,1.11328125,0.130932203,0.308695652,0.045127119,0.405508475,0.306144068,0.160169492,0.31779661,0.381355932,105,0.461016949,1.920213794
13,C,LF-238,L,F,42.33333333,3.034482759,166.5,30,1,0,0,0,0.733333333,0,0,0.266666667,1.933333333,1.9,1.827586207,1.533333333,2.633333333,4.535714286,2.9,1.766666667,3.244444444,2,.,1.6,1.566666667,3.766666667,1.633333333,223,208.5,83.5,1019,42,43.5,42.75,139.5,134,136.75,625,452,361,365,373.5,8.5,350,344.5,5.5,221.5,425.5,416.5,421,254,258.5,0.613346418,1.382743363,1.069544365,0.081943081,0.31261426,0.041952895,0.354268891,0.34077527,0.217369971,0.251472031,0.413150147,173,0.44357213,1.893321943
13,B,LF-251,L,F,29.85185185,3.074074074,143,27,1,0,0.074074074,0,0.703703704,0.148148148,0.074074074,0,1.37037037,1.37037037,1.962962963,1.259259259,1.666666667,4.814814815,3.037037037,1.185185185,3.6,1.481481481,.,1.481481481,1.222222222,3.62962963,1.444444444,247.5,280,132,1183.5,55,54.5,54.75,167,166,166.5,631.5,514,464,460,459.5,0.5,397,396,1,188,454,454.5,454.25,359.5,371,0.533586819,1.228599222,0.883928571,0.111533587,0.328828829,0.04626109,0.392057457,0.335023236,0.158850866,0.308618504,0.38381918,117.5,0.434305027,1.764928695
13,A,LF-237,L,F,30.28571429,3.076923077,165,28,1,0,0,0,0.357142857,0.142857143,0,0.5,1.535714286,2.333333333,1.714285714,1.592592593,3.071428571,4.428571429,2.25,2.392857143,2.244444444,2.178571429,.,1.392857143,1.892857143,3.464285714,1.814814815,216,227,107.5,1157,53,54.5,53.75,150.5,158,154.25,624.5,459.5,451,443.5,436,7.5,339.5,340.5,1,224,444.5,445.5,445,346,290.5,0.539757995,1.359085963,0.95154185,0.092912705,0.348460292,0.046456353,0.38980121,0.29386344,0.193604149,0.275064823,0.384615385,165,0.397147796,1.99762263
13,D,LF-240,L,F,43.17241379,3.142857143,175,29,1,0,0.034482759,0,0.655172414,0.068965517,0.103448276,0.137931034,2.068965517,2.034482759,2.068965517,2.137931034,2.724137931,4.310344828,2.206896552,1.931034483,2.755555556,3.034482759,.,1.827586207,2.068965517,3.75862069,2.034482759,218.5,252.5,100,1160,50.5,55,52.75,157,160.5,158.75,647.5,471,403,467,461,6,385.5,380,5.5,211.5,447.5,431,439.25,370,379,0.558189655,1.374734607,0.865346535,0.086206897,0.332283465,0.045474138,0.347413793,0.329956897,0.182327586,0.322844828,0.378663793,176.5,0.406034483,1.844245794
14,D,LF-210,L,F,24.80769231,3.307692308,177.5,26,1,0,0.038461538,0,0.423076923,0.076923077,0,0.461538462,1.923076923,2.615384615,2.076923077,2.423076923,2.769230769,4.653846154,2,2.076923077,2.155555556,2.769230769,.,1.615384615,2.423076923,3.423076923,2.192307692,229.5,268.5,121,1117.5,54,57,55.5,161,161.5,161.25,661,533.5,409,406,411,5,366.5,366,0.5,207,440,449.5,444.75,272.5,321,0.591498881,1.238987816,0.854748603,0.108277405,0.344186047,0.04966443,0.365995526,0.327740492,0.185234899,0.265548098,0.397986577,127.5,0.477404922,1.89939118
14,B,LF-223,L,F,28.19230769,3.346153846,165,26,1,0,0.230769231,0,0.461538462,0.230769231,0,0.076923077,1.615384615,1.56,2.076923077,1.8,2.076923077,4.038461538,2.115384615,1.730769231,2.622222222,2.384615385,.,1.423076923,1.48,3.28,1.923076923,229.5,249,103,1100,54.5,52.5,53.5,163.5,162,162.75,613,497.5,426.5,423.5,432,8.5,363,357,6,207,431,422,426.5,268,311,0.557272727,1.232160804,0.921686747,0.093636364,0.328725038,0.048636364,0.387727273,0.327272727,0.188181818,0.263181818,0.387727273,115.5,0.452272727,1.715929159
14,C,LF-201,L,F,27.2,3.48,161,25,1,0,0.04,0,0.44,0.04,0.04,0.44,1.52,2.28,2.375,2.12,2.16,4.72,3.12,1.84,2.25,2.28,.,1.84,2.08,3.44,2.125,226.5,215.5,141,1171.5,55,53.5,54.25,166,163,164.5,633.5,508.5,470.5,458.5,460,1.5,340.5,338.5,2,208.5,436,448.5,442.25,341,334.5,0.54075971,1.245821042,1.051044084,0.120358515,0.329787234,0.046308152,0.401621852,0.289799402,0.177976953,0.288305591,0.377507469,125,0.434058899,1.891734886
14,A,LF-226,L,F,25.38461538,3.5,147.5,26,1,0,0.038461538,0,0.769230769,0.076923077,0.038461538,0.076923077,1.615384615,3.230769231,1.961538462,1.923076923,3.04,4.307692308,1.615384615,1.56,2.840909091,2,.,1.538461538,2.384615385,2.807692308,1.846153846,237.5,247,129.5,1198.5,71,72.5,71.75,177.5,178,177.75,636.5,502.5,504.5,501.5,511.5,10,361.5,368,6.5,194,434,442,438,386,392,0.531080517,1.266666667,0.961538462,0.108051731,0.403656821,0.0598665,0.420942845,0.304338757,0.161869003,0.324572382,0.365456821,134,0.419274093,1.836853448
15,A,LF-213,L,F,25.8,3.36,153.5,25,1,0,0.04,0,0.56,0.16,0.12,0.12,2.84,2.52,2.68,2.583333333,2.25,4.36,2.36,2.125,3.136363636,3.24,.,1.84,2.2,3.76,2.52,215,282.5,121,1146,66.5,67,66.75,172,172.5,172.25,627.5,504,437.5,447,445.5,1.5,398,397,1,181,440.5,442.5,441.5,339.5,344.5,0.547556719,1.245039683,0.761061947,0.105584642,0.387518142,0.058246073,0.381762653,0.346858639,0.157940663,0.298429319,0.385253054,123.5,0.439790576,1.68465812
15,B,LF-250,L,F,28.7037037,3.444444444,162,26,1,0,0.115384615,0,0.5,0.307692308,0.038461538,0.038461538,2.111111111,2.807692308,1.962962963,2.444444444,2.888888889,4.740740741,1.851851852,1.961538462,2.911111111,2.653846154,.,1.888888889,2.555555556,2.703703704,2.592592593,236.5,252.5,128.5,1196,55.5,58.5,57,170.5,173.5,172,625.5,513,477,470,469,1,379.5,387.5,8,205.5,446.5,453.5,450,354,359,0.522993311,1.219298246,0.936633663,0.107441472,0.331395349,0.047658863,0.398829431,0.320652174,0.171822742,0.298076923,0.376254181,112.5,0.428929766,1.77496447
15,C,LF-248,L,F,31.95833333,3.5,162.5,24,1,0,0,0,0.208333333,0.083333333,0.041666667,0.666666667,2.130434783,2.125,1.458333333,2,2.652173913,4.708333333,1.666666667,2,2,3.416666667,.,1.416666667,1.5,3.208333333,1.75,208.5,257,78.5,1132.5,57.5,57,57.25,163.5,163,163.25,653.5,523,437,458.5,446,12.5,370,375,5,229.5,440,447,443.5,332.5,316,0.577041943,1.249521989,0.811284047,0.069315673,0.350689127,0.050551876,0.385871965,0.328918322,0.202649007,0.286313466,0.391611479,130.5,0.461810155,1.667812338
15,D,LF-211,L,F,22.15384615,3.538461538,166.5,26,0.961538462,0.038461538,0.076923077,0,0.230769231,0.192307692,0,0.5,2.2,2.923076923,3.615384615,2.64,2.461538462,4.346153846,2.08,2,2.177777778,3.36,.,1.4,2.038461538,3.307692308,2.461538462,240,209.5,144.5,1089,65.5,60.5,63,169,163.5,166.25,641.5,490,430,438.5,435.5,3,347,338,9,163,424,419,421.5,338.5,341.5,0.589072544,1.309183673,1.145584726,0.132690542,0.378947368,0.05785124,0.394857668,0.314508724,0.149678604,0.312213039,0.387052342,151.5,0.449954086,1.956174699
16,B,LF-214,L,F,29.375,3.666666667,143.5,24,1,0,0,0,1,0,0,0,1.47826087,2.833333333,1.708333333,2.291666667,3.083333333,4.791666667,1.869565217,1.791666667,4.088888889,1.826086957,.,1.458333333,2.208333333,3.458333333,1.625,235,253.5,127,1175.5,50.5,50.5,50.5,145,148.5,146.75,638.5,501,412,448,457.5,9.5,370.5,358.5,12,221,450.5,462.5,456.5,309,303.5,0.543173118,1.274451098,0.927021696,0.108039132,0.344122658,0.042960442,0.350489154,0.310080817,0.188005104,0.260527435,0.388345385,137.5,0.426201616,1.830239818
16,D,LF-232,L,F,25.23076923,3.730769231,161.5,26,1,0,0.538461538,0,0.307692308,0.076923077,0.076923077,0,1.5,1.538461538,2.615384615,1.5,2.08,4.615384615,3.346153846,1.653846154,2.822222222,1.653846154,.,1.384615385,1.5,3.807692308,2.192307692,240.5,244,108,1107,52.5,50.5,51.5,135,139.5,137.25,599,472,422,412.5,430,17.5,376,368.5,7.5,176.5,441,437,439,318,271.5,0.541102078,1.269067797,0.985655738,0.097560976,0.375227687,0.046522132,0.381210479,0.336269196,0.159439928,0.266260163,0.396567299,127,0.426377597,1.805018582
16,C,LF-229,L,F,25.86956522,3.739130435,160.5,23,0.913043478,0.086956522,0,0,0.434782609,0.304347826,0,0.260869565,1.608695652,2.043478261,2.260869565,1.782608696,2.391304348,4.347826087,2.826086957,1.739130435,2.888888889,2.173913043,.,1.608695652,1.608695652,3.772727273,1.454545455,229,261,123.5,1189,55,55.5,55.25,170.5,162,166.25,654,492.5,385,437.5,448,10.5,384,375,9,236,499,491,495,270,289.5,0.550042052,1.327918782,0.877394636,0.103868797,0.332330827,0.04646762,0.323801514,0.319175778,0.198486123,0.235281749,0.416316232,161.5,0.414213625,1.787638948
16,A,LF-245,L,F,32.79310345,3.892857143,157.5,29,0.965517241,0.034482759,0.034482759,0.034482759,0.689655172,0.24137931,0,0,1.586206897,1.931034483,1.931034483,1.793103448,2.172413793,4.862068966,3.586206897,1.862068966,3.266666667,2.137931034,.,1.965517241,1.931034483,3.75862069,1.965517241,248,248,110,1127,59.5,53.5,56.5,160,164,162,536.5,476,428,423,431,8,380.5,381.5,1,198.5,459.5,459,459.25,335.5,330,0.476042591,1.12710084,1,0.097604259,0.348765432,0.050133097,0.379769299,0.338065661,0.176131322,0.295252884,0.407497782,60.5,0.422360248,1.809938743
17,C,LF-225,L,F,24.70833333,3.958333333,158,24,1,0,0,0,0.458333333,0.291666667,0,0.25,1.958333333,2.652173913,2.333333333,2,2.791666667,4.916666667,2.25,1.541666667,2.577777778,2.833333333,.,1.458333333,2.666666667,3.125,1.958333333,232,256.5,133.5,1165.5,59.5,62.5,61,156,160,158,614.5,459,503,503.5,516,12.5,368.5,363,5.5,147.5,395.5,403,399.25,395,415.5,0.527241527,1.338779956,0.904483431,0.114543115,0.386075949,0.052338052,0.431574432,0.313813814,0.126555127,0.347704848,0.342556843,155.5,0.393822394,1.867159164
17,B,LF-206,L,F,26.23076923,4.153846154,163,26,1,0,0.076923077,0,0.307692308,0.192307692,0.038461538,0.384615385,1.8,3.076923077,2.076923077,2.846153846,2.884615385,4.24,1.8,1.88,2.155555556,2.64,.,1.423076923,2.884615385,2.923076923,2.346153846,222,269,139,1224.5,54.5,59,56.75,164.5,175.5,170,599.5,469,510,493,503,10,389.5,386,3.5,195,457,447.5,452.25,391,414.5,0.489587587,1.278251599,0.82527881,0.113515721,0.333823529,0.046345447,0.416496529,0.316659861,0.159248673,0.328909759,0.369334422,130.5,0.383013475,1.849706458
17,A,LF-255,L,F,25.23076923,4.269230769,153.5,26,1,0,0,0,0.846153846,0.115384615,0,0.038461538,1.769230769,2.884615385,1.961538462,2.5,3,4.730769231,1.692307692,1.5,4.046511628,2.307692308,.,1.52,2.5,3.384615385,2.615384615,218.5,291.5,134,1177,71,70.5,70.75,179.5,181.5,180.5,637.5,504,483,472.5,487.5,15,366,363.5,2.5,187.5,428.5,428.5,428.5,361,366.5,0.541631266,1.264880952,0.749571184,0.113848768,0.391966759,0.06011045,0.410365336,0.309898046,0.159303314,0.309048428,0.364061172,133.5,0.428207307,1.899662257
17,D,LF-235,L,F,24.73076923,4.269230769,166.5,26,1,0,0.115384615,0,0.538461538,0.307692308,0,0.038461538,1.846153846,2.038461538,2.076923077,2.423076923,2.2,5.461538462,1.923076923,1.192307692,3.133333333,2.692307692,.,1.166666667,1.461538462,3.615384615,1.615384615,193,227.5,112.5,1080.5,52.5,52,52.25,166.5,162.5,164.5,545.5,442,453,447.5,452,4.5,330,336.5,6.5,173,398,404.5,401.25,333.5,329,0.504858862,1.234162896,0.848351648,0.104118464,0.317629179,0.048357242,0.419250347,0.308422027,0.16011106,0.306571032,0.371355854,103.5,0.409069875,1.952102804
18,D,LF-231,L,F,30.34615385,2.807692308,151.5,26,1,0,0.076923077,0,0.769230769,0.115384615,0.038461538,0,1.88,2.307692308,1.846153846,2.153846154,2.76,4.038461538,2.5,2.076923077,3.844444444,2.6,.,2,2.230769231,3.16,2.5,221.5,256.5,117.5,1105,60.5,61.5,61,158,156,157,623,461,386.5,401.5,398,3.5,388.5,386.5,2,202.5,454,466.5,460.25,296.5,283,0.563800905,1.351409978,0.863547758,0.106334842,0.388535032,0.05520362,0.349773756,0.350678733,0.183257919,0.262217195,0.416515837,162,0.41719457,1.747525725
18,C,LF-234,L,F,26.11538462,2.88,161.5,26,0.961538462,0.038461538,0.423076923,0,0.5,0.076923077,0,0,2.192307692,2.5,2.076923077,2.04,2,4.2,1.64,2.076923077,2.422222222,3.038461538,.,1.346153846,1.84,3.423076923,2.576923077,200,257,127,1147.5,52,54,53,140,142,141,545,446.5,426,440,446,6,377.5,377.5,0,183.5,451,443.5,447.25,334,297.5,0.474945534,1.220604703,0.778210117,0.110675381,0.375886525,0.046187364,0.37124183,0.328976035,0.159912854,0.275163399,0.389760349,98.5,0.389106754,1.757325147
18,B,LF-227,L,F,21.44444444,2.923076923,165.5,27,1,0,0.037037037,0,0.555555556,0.296296296,0.074074074,0.037037037,1.666666667,2,2.592592593,1.925925926,2.333333333,4.296296296,2.37037037,1.961538462,2.466666667,2.111111111,.,1.481481481,1.666666667,3.192307692,2.074074074,218.5,239.5,108,1085,48,49.5,48.75,140.5,142,141.25,636,505.5,437,434,431.5,2.5,348,346,2,196.5,411.5,415,413.25,345,337.5,0.586175115,1.258160237,0.912317328,0.099539171,0.345132743,0.044930876,0.402764977,0.319815668,0.181105991,0.314516129,0.380875576,130.5,0.465898618,1.966255137
18,A,LF-204,L,F,32.14814815,3.185185185,160,27,1,0,0,0,0.888888889,0.037037037,0,0.074074074,1.703703704,2.962962963,2.296296296,2.851851852,2.307692308,4.481481481,1.269230769,1.777777778,3.222222222,2.740740741,.,1.148148148,2.148148148,3.185185185,2.111111111,229,270.5,117.5,1167.5,60,58.5,59.25,180.5,176.5,178.5,646,524.5,468,476.5,478.5,2,378.5,377.5,1,194,432,446,439,364.5,378,0.553319058,1.23164919,0.846580407,0.100642398,0.331932773,0.050749465,0.400856531,0.323768737,0.166167024,0.317987152,0.376017131,121.5,0.449250535,1.751745592
19,A,LM-208,L,M,25.14285714,2.857142857,175,28,0,1,0,0,0,0,0,1,2.571428571,2.464285714,2.535714286,2.5,2.392857143,1.666666667,1.785714286,3.892857143,1.022222222,2.607142857,.,1.75,2.428571429,3.25,3.464285714,198.5,289.5,118,1185,56,57.5,56.75,161.5,160,160.75,637.5,501,419,446,437,9,397.5,396.5,1,235,479.5,482,480.75,347.5,342,0.537974684,1.27245509,0.68566494,0.099578059,0.353032659,0.047890295,0.353586498,0.335021097,0.198312236,0.29092827,0.405696203,136.5,0.42278481,1.724892009
19,C,LM-228,L,M,36.14285714,2.857142857,153,28,0.035714286,0.964285714,0,0,0.428571429,0.107142857,0.071428571,0.392857143,1.785714286,2.392857143,2.214285714,2.035714286,4.035714286,1.518518519,2.25,5.178571429,2.733333333,2.071428571,.,1.5,2.821428571,3.142857143,2.464285714,234,252,83.5,1087,45,42.5,43.75,156.5,155.5,156,633.5,504,350.5,370.5,364,6.5,389.5,384,5.5,254.5,470,470.5,470.25,294.5,267,0.582796688,1.256944444,0.928571429,0.076816927,0.280448718,0.04024839,0.322447102,0.355795768,0.234130635,0.258279669,0.432612695,129.5,0.463661454,1.881166208
19,D,LM-217,L,M,33.44,2.88,170,25,0,1,0,0,0.56,0.12,0.04,0.28,1.6,3.16,1.44,2.4,4.28,1.12,1.44,5.4,2.511111111,2.08,.,1.48,3.12,2.84,2.32,233,236,132,1181.5,51.5,48.5,50,163.5,168,165.75,650.5,527.5,447,429.5,439.5,10,374.5,371.5,3,234,484,487,485.5,358.5,367,0.550571308,1.233175355,0.987288136,0.111722387,0.301659125,0.042319086,0.378332628,0.315700381,0.198053322,0.307024968,0.410918324,123,0.446466356,1.921293153
19,B,LM-215,L,M,37.65384615,2.92,162,26,0,1,0,0,0.076923077,0.115384615,0.076923077,0.730769231,1.692307692,2.5,1.807692308,1.730769231,2.576923077,1.576923077,2.538461538,3.92,1.866666667,2.08,.,1.576923077,2.307692308,2.961538462,2.115384615,205.5,248.5,83,1194,49,50.5,49.75,158.5,166.5,162.5,655.5,543.5,483,478.5,502.5,24,402.5,404.5,2,217,441,457.5,449.25,392.5,407,0.548994975,1.206071757,0.826961771,0.069514238,0.306153846,0.041666667,0.404522613,0.337939698,0.181742044,0.334798995,0.376256281,112,0.45519263,1.799951796
20,A,LM-222,L,M,44.32,2.96,166,24,0,1,0,0,0.25,0.083333333,0.041666667,0.625,1.52,2.68,1.2,2.32,3.92,1.32,2.8,5.12,2.333333333,1.791666667,.,1.88,2.84,2.96,2.64,207,278.5,52.5,1102,37,39.5,38.25,139,135,137,635.5,506.5,341,411,409,2,418,415.5,2.5,246.5,404,459,431.5,354.5,353.5,0.576678766,1.254689042,0.743267504,0.047640653,0.27919708,0.034709619,0.309437387,0.378176044,0.223684211,0.32123412,0.391560799,129,0.459618875,1.828686564
20,B,LM-236,L,M,43.85714286,2.964285714,156,28,0,1,0,0,0.285714286,0,0.071428571,0.642857143,2.071428571,3.214285714,1.222222222,2.142857143,4.571428571,1.035714286,1.821428571,5.62962963,2.244444444,2.678571429,.,1.642857143,3,2.892857143,2.392857143,222,240.5,58.5,1175.5,51,55.5,53.25,163,161.5,162.25,629,493,489.5,493,507.5,14.5,363.5,373,9.5,261,423,440.5,431.75,414.5,422.5,0.53509145,1.275862069,0.923076923,0.049766057,0.328197227,0.045299872,0.416418545,0.313270949,0.222033177,0.356018715,0.367290515,136,0.419396002,1.946771879
20,C,LM-235,L,M,32.17241379,3.035714286,150.5,29,0.034482759,0.965517241,0,0,0.586206897,0.206896552,0,0.206896552,1.586206897,2.275862069,1.862068966,1.655172414,3.655172414,1.448275862,2.034482759,5.379310345,2.777777778,1.793103448,.,1.586206897,2.620689655,3.068965517,2.24137931,232.5,234,127,1091.5,56.5,63,59.75,154.5,155,154.75,614.5,511,350,416,413.5,2.5,348.5,343.5,5,224,460,456.5,458.25,334,345.5,0.562986716,1.202544031,0.993589744,0.116353642,0.386106624,0.054741182,0.320659643,0.316994961,0.205222171,0.311268896,0.419835089,103.5,0.468163078,2.054324541
20,D,LM-227,L,M,32.27586207,3.068965517,165,29,0,1,0.068965517,0,0.655172414,0,0.137931034,0.137931034,1.551724138,1.689655172,2.931034483,1.75862069,2.862068966,1.551724138,2.551724138,4.75,3.4,1.75862069,.,1.655172414,1.689655172,3.678571429,1.724137931,247.5,241,103.5,1122,52.5,51.5,52,146.5,152,149.25,640,509.5,430.5,437,444,7,364.5,365.5,1,216,445.5,441,443.25,357.5,374,0.570409982,1.256133464,1.026970954,0.092245989,0.34840871,0.046345811,0.38368984,0.325311943,0.192513369,0.325980392,0.395053476,130.5,0.454099822,2.013313193
21,A,LM-247,L,M,25.41666667,3,132.5,24,0.041666667,0.958333333,0.166666667,0.083333333,0.291666667,0.375,0.041666667,0.041666667,1.708333333,3.166666667,1.565217391,2.416666667,3.583333333,1.52173913,2.333333333,5.47826087,3.155555556,2.375,.,1.565217391,3.041666667,3.25,2.416666667,240,267.5,134.5,1174.5,59.5,57.5,58.5,175,174,174.5,655.5,508.5,410,422.5,416,6.5,381,380.5,0.5,235.5,480,489,484.5,339,345,0.558109834,1.289085546,0.897196262,0.114516816,0.335243553,0.049808429,0.349084717,0.324180502,0.200510856,0.291187739,0.412515964,147,0.432950192,1.901055233
21,B,LM-207,L,M,20.5,3.1,30,0,1,0.033333333,0,0.7,0.133333333,0,0.133333333,1.965517241,2.034482759,3.4,1.433333333,2.4,1.4,2.466666667,3.896551724,3.111111111,2.448275862,.,1.633333333,1.517241379,3.433333333,1.733333333,150.5,229.5,257.5,104,1163,61,59.5,60.25,161.5,166,163.75,656,496.5,417,407,429,22,419,403.5,15.5,224,467,470.5,468.75,304.5,325,0.564058469,1.321248741,0.891262136,0.089423904,0.367938931,0.051805675,0.35855546,0.35361135,0.192605331,0.270636285,0.403052451,159.5,0.426913156,1.757515882
21,D,LM-231,L,M,27.92,3.24,166,25,0,1,0,0,0.28,0.32,0.04,0.36,1.84,1.96,2.333333333,2,2.32,1.92,1.88,4.48,2.6,2.44,.,1.64,1.72,3.291666667,1.92,212,286.5,111.5,1179.5,49,50,49.5,142,149,145.5,635.5,493,474,473,487,14,401.5,406,4.5,202.5,450,462,456,378,390.5,0.538787622,1.289046653,0.739965096,0.094531581,0.340206186,0.041966935,0.401865197,0.342306062,0.171682916,0.325773633,0.386604493,142.5,0.417973718,1.81863634
21,C,LM-223,L,M,28.75,3.285714286,138,28,0,1,0.107142857,0.035714286,0.607142857,0.035714286,0.214285714,0,2.642857143,1.892857143,2.214285714,2.074074074,2.5,1.714285714,1.964285714,4.75,3.177777778,3.25,.,2.035714286,1.892857143,2.928571429,2.5,235,262.5,102.5,1118.5,56,61,58.5,168,173.5,170.75,649.5,530.5,326,395.5,396.5,1,383,380,3,259.5,482,475.5,478.75,315.5,297.5,0.580688422,1.224316682,0.895238095,0.09164059,0.342606149,0.05230219,0.291461779,0.341081806,0.232007152,0.274027716,0.42802861,119,0.474295932,1.777626868
22,D,LM-221,L,M,34.62962963,3.296296296,155.5,27,0,1,0,0,0.518518519,0.185185185,0.037037037,0.259259259,2.037037037,2.148148148,1.923076923,1.962962963,3.37037037,1.259259259,2.148148148,5.407407407,3.133333333,2.296296296,.,1.592592593,2.407407407,3.192307692,2.222222222,235.5,275,101.5,1273,57,53,55,168,166.5,167.25,624,515,544.5,519,536,17,410,406,4,205,457.5,461.5,459.5,443,438.5,0.490180676,1.211650485,0.856363636,0.079732914,0.328849028,0.043205027,0.427729772,0.320502749,0.161036921,0.346229379,0.360958366,109,0.404556167,1.803131991
